anchor_id,anchor_title,anchor_year,anchor_tag,anchor_crew_count,rank,neighbor_id,neighbor_title,neighbor_year,cosine_sim,shared_crew_count,shared_crew_sample,label,notes
tt1375666,Inception,2010,blockbuster,17,5,tt0376479,American Pastoral,2016,0.9683,0,,irrelevant,
tt1375666,Inception,2010,blockbuster,17,6,tt0372784,Batman Begins,2005,0.9682,7,Emma Thomas; Hans Zimmer; Ken Watanabe; Lee Smith; Wally Pfister,relevant,
tt1375666,Inception,2010,blockbuster,17,7,tt10135070,Alien: Specimen,2019,0.9682,0,,irrelevant,
tt1375666,Inception,2010,blockbuster,17,8,tt1123441,Luna Park,\\N,0.9677,0,,irrelevant,
tt1375666,Inception,2010,blockbuster,17,9,tt0217756,Ready to Rumble,2000,0.9673,0,,irrelevant,
tt1375666,Inception,2010,blockbuster,17,10,tt1670345,Now You See Me,2013,0.9663,0,,irrelevant,
tt0110912,Pulp Fiction,1994,blockbuster,16,1,tt0453467,Deja Vu,2006,0.9688,0,,unrelated,
tt0110912,Pulp Fiction,1994,blockbuster,16,2,tt0958879,Simon Bloom: The Gravity Keeper,\\N,0.9663,0,,unrelated,
tt0110912,Pulp Fiction,1994,blockbuster,16,3,tt10305570,Immortal,\\N,0.9645,0,,unrelated,
tt0110912,Pulp Fiction,1994,blockbuster,16,4,tt1437368,The Secret,\\N,0.9622,0,,unrelated,
tt0110912,Pulp Fiction,1994,blockbuster,16,5,tt0477080,Unstoppable,2010,0.9622,0,,unrelated,
tt0110912,Pulp Fiction,1994,blockbuster,16,6,tt12916200,Arcana,\\N,0.9621,0,,unrelated,
tt0110912,Pulp Fiction,1994,blockbuster,16,7,tt0113864,Mr. Stitch,1995,0.9616,1,Roger Avary,unrelated,
tt0110912,Pulp Fiction,1994,blockbuster,16,8,tt13820658,Part II,2022,0.9609,0,,unrelated,
tt0110912,Pulp Fiction,1994,blockbuster,16,9,tt10580002,The Tree with Matchmaking Powers,\\N,0.9605,0,,unrelated,
tt0110912,Pulp Fiction,1994,blockbuster,16,10,tt1626140,Down,\\N,0.9580,0,,unrelated,
tt0068646,The Godfather,1972,blockbuster,18,1,tt1295452,Episode #1.3,1977,0.9759,11,Diane Keaton; Gordon Willis; John Marley; Robert Duvall; Sterling Hayden,relevant,
tt0068646,The Godfather,1972,blockbuster,18,2,tt0201156,Soninha Toda Pura,1971,0.9686,0,,irrelevant,
tt0068646,The Godfather,1972,blockbuster,18,3,tt0108304,Taxi Dancers,1994,0.9680,0,,irrelevant,
tt0068646,The Godfather,1972,blockbuster,18,4,tt0075686,Annie Hall,1977,0.9648,2,Diane Keaton; Gordon Willis,irrelevant,
tt0068646,The Godfather,1972,blockbuster,18,5,tt0101416,Becoming Colette,1991,0.9643,0,,irrelevant,
tt0068646,The Godfather,1972,blockbuster,18,6,tt0205430,Storie scellerate,1973,0.9640,0,,irrelevant,
tt0068646,The Godfather,1972,blockbuster,18,7,tt0091738,Peggy Sue Got Married,1986,0.9634,1,Francis Ford Coppola,relevant,
tt0068646,The Godfather,1972,blockbuster,18,8,tt0190738,Scandal Incorporated,1956,0.9631,0,,irrelevant,
tt0068646,The Godfather,1972,blockbuster,18,9,tt0083232,True Confessions,1981,0.9630,1,Robert Duvall,relevant,
tt0068646,The Godfather,1972,blockbuster,18,10,tt0076239,Joyride,1977,0.9629,0,,irrelevant,
tt0076759,Star Wars: Episode IV,1977,blockbuster,20,1,tt0473100,10 Tricks,2022,0.9674,0,,irrelevant,
tt0076759,Star Wars: Episode IV,1977,blockbuster,20,2,tt0084723,Stacy's Knights,1983,0.9662,0,,irrelevant,
tt0076759,Star Wars: Episode IV,1977,blockbuster,20,3,tt0099659,The Girl I Want,1990,0.9596,0,,irrelevant,
tt0076759,Star Wars: Episode IV,1977,blockbuster,20,4,tt0349679,Khwahish,2003,0.9579,0,,irrelevant,
tt0076759,Star Wars: Episode IV,1977,blockbuster,20,5,tt0100828,The Two Jakes,1990,0.9539,0,,irrelevant,
tt0076759,Star Wars: Episode IV,1977,blockbuster,20,6,tt0104549,Jennifer Eight,1992,0.9537,0,,irrelevant,
tt0076759,Star Wars: Episode IV,1977,blockbuster,20,7,tt12423406,"André Téchiné, cinéaste insoumis",2019,0.9534,0,,irrelevant,
tt0076759,Star Wars: Episode IV,1977,blockbuster,20,8,tt0298810,The Concert for New York City,2001,0.9529,0,,irrelevant,
tt0076759,Star Wars: Episode IV,1977,blockbuster,20,9,tt0418375,Caesar's Challenge,1993,0.9516,0,,irrelevant,
tt0076759,Star Wars: Episode IV,1977,blockbuster,20,10,tt0924531,The Girl in the Gator,2007,0.9511,0,,irrelevant,
tt0033467,Citizen Kane,1941,classic,17,1,tt0039772,Riffraff,1947,0.9841,1,William Alland,relevant,
tt0033467,Citizen Kane,1941,classic,17,2,tt0750578,Unexpected Murder,1959,0.9769,1,William Alland,relevant,
tt0033467,Citizen Kane,1941,classic,17,3,tt1297554,Typhoid,1957,0.9752,0,,irrelevant,
tt0033467,Citizen Kane,1941,classic,17,4,tt0750568,Feathered Foe,1959,0.9740,1,William Alland,relevant,
tt0033467,Citizen Kane,1941,classic,17,5,tt0041282,Daughter of the West,1949,0.9727,0,,irrelevant,
tt0033467,Citizen Kane,1941,classic,17,6,tt0635059,The Case of Alexis George,1960,0.9666,0,,irrelevant,
tt0033467,Citizen Kane,1941,classic,17,7,tt0750576,The Smugglers,1959,0.9649,1,William Alland,relevant,
tt0033467,Citizen Kane,1941,classic,17,8,tt0347004,Crack-Up,1934,0.9638,0,,irrelevant,
tt0033467,Citizen Kane,1941,classic,17,9,tt0034541,Boot Hill Bandits,1942,0.9636,0,,irrelevant,
tt0033467,Citizen Kane,1941,classic,17,10,tt0347005,Death Fangs,1934,0.9627,0,,irrelevant,
tt0034583,Casablanca,1942,classic,19,1,tt0508171,Help Wanted,1956,0.9104,0,,irrelevant,
tt0034583,Casablanca,1942,classic,19,2,tt0719452,Joyride to Nowhere,1973,0.9086,0,,irrelevant,
tt0034583,Casablanca,1942,classic,19,3,tt0057531,Stolen Hours,1963,0.9053,0,,irrelevant,
tt0034583,Casablanca,1942,classic,19,4,tt1578992,Episode #4.16,2000,0.9038,0,,irrelevant,
tt0034583,Casablanca,1942,classic,19,5,tt0040948,Wallflower,1948,0.9025,0,,irrelevant,
tt0034583,Casablanca,1942,classic,19,6,tt1317016,Time to Kill,1952,0.9008,1,Joan Alison,relevant,
tt0034583,Casablanca,1942,classic,19,7,tt1579016,Episode #4.40,2000,0.8945,0,,irrelevant,
tt0034583,Casablanca,1942,classic,19,8,tt0536902,Family Dispute,1955,0.8941,3,Joan Alison; Julius J. Epstein; Murray Burnett,relevant,
tt0034583,Casablanca,1942,classic,19,9,tt0536909,Who Holds Tomorrow?,1955,0.8931,3,Joan Alison; Julius J. Epstein; Murray Burnett,relevant,
tt0034583,Casablanca,1942,classic,19,10,tt1384165,Alaska or an Icicle Built for Two,1969,0.8917,0,,irrelevant,
tt0047478,Seven Samurai,1954,classic,18,1,tt0212100,La Diana cazadora,1957,0.9987,0,,irrelevant,
tt0047478,Seven Samurai,1954,classic,18,2,tt0239806,Los pistoleros,1962,0.9973,0,,irrelevant,
tt0047478,Seven Samurai,1954,classic,18,3,tt0058161,Die Gruft mit dem Rätselschloss,1964,0.9968,0,,irrelevant,
tt0047478,Seven Samurai,1954,classic,18,4,tt0032521,The Ghost Comes Home,1940,0.9964,0,,irrelevant,
tt0047478,Seven Samurai,1954,classic,18,5,tt0179953,El lunar de la familia,1953,0.9963,0,,irrelevant,
tt0047478,Seven Samurai,1954,classic,18,6,tt0035958,Gung Ho!': The Story of Carlson's Makin Island Raiders,1943,0.9955,0,,irrelevant,
tt0047478,Seven Samurai,1954,classic,18,7,tt0023271,Night World,1932,0.9952,0,,irrelevant,
tt0047478,Seven Samurai,1954,classic,18,8,tt0033573,Ellery Queen and the Perfect Crime,1941,0.9950,0,,irrelevant,
tt0047478,Seven Samurai,1954,classic,18,9,tt0242540,La insaciable,1947,0.9943,0,,irrelevant,
tt0047478,Seven Samurai,1954,classic,18,10,tt0033574,Ellery Queen's Penthouse Mystery,1941,0.9938,0,,irrelevant,
tt0062622,2001: A Space Odyssey,1968,classic,16,1,tt0060236,The Christmas Tree,1966,0.9868,0,,unrelated,
tt0062622,2001: A Space Odyssey,1968,classic,16,2,tt0098407,El sueño del mono loco,1989,0.9820,0,,unrelated,
tt0062622,2001: A Space Odyssey,1968,classic,16,3,tt0086336,Something Wicked This Way Comes,1983,0.9812,0,,unrelated,
tt0062622,2001: A Space Odyssey,1968,classic,16,4,tt0059206,Furia à Bahia pour OSS 117,1965,0.9797,0,,unrelated,
tt0062622,2001: A Space Odyssey,1968,classic,16,5,tt1014413,The Mississippi,1982,0.9789,0,,unrelated,
tt0062622,2001: A Space Odyssey,1968,classic,16,6,tt0120873,U.S. Marshals,1998,0.9789,0,,unrelated,
tt0062622,2001: A Space Odyssey,1968,classic,16,7,tt0069173,Le rempart des Béguines,1972,0.9781,0,,unrelated,
tt0062622,2001: A Space Odyssey,1968,classic,16,8,tt0076851,Un taxi mauve,1977,0.9772,0,,unrelated,
tt0062622,2001: A Space Odyssey,1968,classic,16,9,tt0099409,Desperate Hours,1990,0.9771,0,,unrelated,
tt0062622,2001: A Space Odyssey,1968,classic,16,10,tt0086837,2010,1984,0.9757,3,Arthur C. Clarke; Douglas Rain; Keir Dullea,relevant,
tt0046438,Tokyo Story,1953,classic,17,1,tt0209952,Caballería del imperio,1942,0.9834,0,,irrelevant,
tt0046438,Tokyo Story,1953,classic,17,2,tt0043313,Bakushû,1951,0.9834,10,Chishû Ryû; Kôgo Noda; Setsuko Hara; Takeshi Yamamoto; Yoshiyasu Hamamura,relevant,
tt0046438,Tokyo Story,1953,classic,17,3,tt0073457,Nihon ninkyo-do: gekitotsu-hen,1975,0.9823,0,,irrelevant,
tt0046438,Tokyo Story,1953,classic,17,4,tt0052821,Frau Warrens Gewerbe,1960,0.9812,0,,irrelevant,
tt0046438,Tokyo Story,1953,classic,17,5,tt0049784,Sôshun,1956,0.9793,8,Chishû Ryû; Haruko Sugimura; Kôgo Noda; Sô Yamamura; Yoshiyasu Hamamura,relevant,
tt0046438,Tokyo Story,1953,classic,17,6,tt0044982,Ochazuke no aji,1952,0.9790,7,Chishû Ryû; Kuniko Miyake; Kôgo Noda; Takeshi Yamamoto; Yoshiyasu Hamamura,relevant,
tt0046438,Tokyo Story,1953,classic,17,7,tt0044902,Mikosch rückt ein,1952,0.9779,0,,irrelevant,
tt0046438,Tokyo Story,1953,classic,17,8,tt0051720,Higanbana,1958,0.9778,6,Chishû Ryû; Kôgo Noda; Yasujirô Ozu; Yoshiyasu Hamamura; Yûharu Atsuta,relevant,
tt0046438,Tokyo Story,1953,classic,17,9,tt0036797,Es lebe die Liebe,1944,0.9776,0,,irrelevant,
tt0046438,Tokyo Story,1953,classic,17,10,tt0028328,El superloco,1937,0.9771,0,,irrelevant,
tt6751668,Parasite,2019,arthouse,19,1,tt8526824,Úsmevy smutných muzu,2018,1.2000,0,,irrelevant,
tt6751668,Parasite,2019,arthouse,19,2,tt3420504,Finch,2021,1.2000,0,,irrelevant,
tt6751668,Parasite,2019,arthouse,19,3,tt6834466,Samhaara,2018,0.9999,0,,irrelevant,
tt6751668,Parasite,2019,arthouse,19,4,tt8514690,Ricchi di fantasia,2018,0.9998,0,,irrelevant,
tt6751668,Parasite,2019,arthouse,19,5,tt9016296,Les bonnes intentions,2018,0.9998,0,,irrelevant,
tt6751668,Parasite,2019,arthouse,19,6,tt7799386,Une intime conviction,2018,0.9998,0,,irrelevant,
tt6751668,Parasite,2019,arthouse,19,7,tt8664988,Avanpost,2019,0.9997,0,,irrelevant,
tt6751668,Parasite,2019,arthouse,19,8,tt7801894,Persona non grata,2019,0.9997,0,,irrelevant,
tt6751668,Parasite,2019,arthouse,19,9,tt2922590,Sangue del mio sangue,2015,0.9997,0,,irrelevant,
tt6751668,Parasite,2019,arthouse,19,10,tt23807292,Ganjil Genap,2023,0.9996,0,,irrelevant,
tt0245429,Spirited Away,2001,arthouse,18,1,tt0906665,Sukiyaki uesutan Jango,2007,0.9516,0,,irrelevant,
tt0245429,Spirited Away,2001,arthouse,18,2,tt0199650,Jill Rips,2000,0.9482,0,,irrelevant,
tt0245429,Spirited Away,2001,arthouse,18,3,tt15725722,Felicità - La stagione della rinascita,2021,0.9421,0,,irrelevant,
tt0245429,Spirited Away,2001,arthouse,18,4,tt0107319,Grey Knight,1993,0.9407,0,,irrelevant,
tt0245429,Spirited Away,2001,arthouse,18,5,tt0876563,Gake no ue no Ponyo,2008,0.9405,6,Atsushi Okui; Hayao Miyazaki; Joe Hisaishi; Rumi Hiiragi; Toshio Suzuki,relevant,
tt0245429,Spirited Away,2001,arthouse,18,6,tt0199389,Cabin by the Lake,2000,0.9397,0,,irrelevant,
tt0245429,Spirited Away,2001,arthouse,18,7,tt0172396,The End of the Affair,1999,0.9392,0,,irrelevant,
tt0245429,Spirited Away,2001,arthouse,18,8,tt0278500,The Importance of Being Earnest,2002,0.9389,0,,irrelevant,
tt0245429,Spirited Away,2001,arthouse,18,9,tt0186566,Space Cowboys,2000,0.9384,0,,irrelevant,
tt0245429,Spirited Away,2001,arthouse,18,10,tt13591270,Episode #1.8722,2000,0.9380,0,,irrelevant,
tt0211915,Amelie,2001,arthouse,17,1,tt1473703,Vitrage à la corde,2009,0.9561,0,,irrelevant,
tt0211915,Amelie,2001,arthouse,17,2,tt0287544,Made in the USA,2001,0.9528,0,,irrelevant,
tt0211915,Amelie,2001,arthouse,17,3,tt0460900,Le peuple migrateur - Le making of,2002,0.9512,0,,irrelevant,
tt0211915,Amelie,2001,arthouse,17,4,tt0373930,Mi piace lavorare (Mobbing),2004,0.9489,0,,irrelevant,
tt0211915,Amelie,2001,arthouse,17,5,tt1076796,Sleeping Around,2008,0.9466,0,,irrelevant,
tt0211915,Amelie,2001,arthouse,17,6,tt0106632,Cuisine et dépendances,1993,0.9459,0,,irrelevant,
tt0211915,Amelie,2001,arthouse,17,7,tt0349660,Court toujours: Joséphine et les gitans,1995,0.9435,0,,irrelevant,
tt0211915,Amelie,2001,arthouse,17,8,tt0306174,Une affaire qui roule,2003,0.9432,0,,irrelevant,
tt0211915,Amelie,2001,arthouse,17,9,tt0442207,Enfermés dehors,2006,0.9431,1,Guillaume Laurant,relevant,
tt0211915,Amelie,2001,arthouse,17,10,tt0119620,Marius et Jeannette,1997,0.9421,0,,irrelevant,
tt0118694,In the Mood for Love,2000,arthouse,19,1,tt0119548,Little City,1997,0.9582,0,,irrelevant,
tt0118694,In the Mood for Love,2000,arthouse,19,2,tt0084089,L'honneur d'un capitaine,1982,0.9546,0,,irrelevant,
tt0118694,In the Mood for Love,2000,arthouse,19,3,tt1131577,The Tulse Luper Suitcases: Antwerp,2003,0.9524,0,,irrelevant,
tt0118694,In the Mood for Love,2000,arthouse,19,4,tt0102734,Al-qahira menauwwara bi Ahlaha,1991,0.9523,0,,irrelevant,
tt0118694,In the Mood for Love,2000,arthouse,19,5,tt0105198,Qiu yue,1992,0.9522,0,,irrelevant,
tt0118694,In the Mood for Love,2000,arthouse,19,6,tt0110171,J'ai pas sommeil,1994,0.9508,0,,irrelevant,
tt0118694,In the Mood for Love,2000,arthouse,19,7,tt0195192,Provincia violenta,1978,0.9489,0,,irrelevant,
tt0118694,In the Mood for Love,2000,arthouse,19,8,tt0297314,Le nouveau Jean-Claude,2002,0.9485,0,,irrelevant,
tt0118694,In the Mood for Love,2000,arthouse,19,9,tt0196533,O Enterro da Cafetina,1970,0.9481,0,,irrelevant,
tt0118694,In the Mood for Love,2000,arthouse,19,10,tt0109688,Dung che sai duk,1994,0.9470,5,Christopher Doyle; Kar-Wai Wong; Maggie Cheung; Pun Leung Kwan; Tony Leung Chiu-wai,relevant,
tt0056801,8 1/2,1963,arthouse,19,1,tt0066940,Confessione di un commissario di polizia al procuratore della repubblica,1971,0.9846,0,,unrelated,
tt0056801,8 1/2,1963,arthouse,19,2,tt0124545,La femme écarlate,1969,0.9820,0,,unrelated,
tt0056801,8 1/2,1963,arthouse,19,3,tt0158589,Dio li fa poi li accoppia,1982,0.9806,0,,unrelated,
tt0056801,8 1/2,1963,arthouse,19,4,tt0128350,La minorenne,1974,0.9802,0,,unrelated,
tt0056801,8 1/2,1963,arthouse,19,5,tt0059167,I criminali della metropoli,1967,0.9788,0,,unrelated,
tt0056801,8 1/2,1963,arthouse,19,6,tt0254585,Monsieur le Président Directeur Général (Appelez-moi Maître),1966,0.9786,0,,unrelated,
tt0056801,8 1/2,1963,arthouse,19,7,tt0065516,La califfa,1970,0.9786,1,Guido Alberti,unrelated,
tt0056801,8 1/2,1963,arthouse,19,8,tt0061493,Col cuore in gola,1967,0.9784,0,,unrelated,
tt0056801,8 1/2,1963,arthouse,19,9,tt0052985,I ladri,1959,0.9783,0,,unrelated,
tt0056801,8 1/2,1963,arthouse,19,10,tt0279112,Gojira Mosura Kingu Gidora Daikaijû sôkôgeki,2001,0.9779,0,,unrelated,
tt0166924,Mulholland Drive,2001,auteur,19,1,tt0099642,Genuine Risk,1990,0.9831,0,,irrelevant,
tt0166924,Mulholland Drive,2001,auteur,19,2,tt0095996,Rikky and Pete,1988,0.9798,0,,irrelevant,
tt0166924,Mulholland Drive,2001,auteur,19,3,tt0208362,A Place in Time,1977,0.9770,0,,irrelevant,
tt0166924,Mulholland Drive,2001,auteur,19,4,tt0167909,Dumb Luck in Vegas,1997,0.9769,0,,irrelevant,
tt0166924,Mulholland Drive,2001,auteur,19,5,tt0111391,Temptation,1994,0.9750,0,,irrelevant,
tt0166924,Mulholland Drive,2001,auteur,19,6,tt0400558,Jolly Roger - et effektfuldt eventyr,2001,0.9748,0,,irrelevant,
tt0166924,Mulholland Drive,2001,auteur,19,7,tt0120223,Say You'll Be Mine,1999,0.9745,0,,irrelevant,
tt0166924,Mulholland Drive,2001,auteur,19,8,tt0659789,Buster and Claudia,1995,0.9740,0,,irrelevant,
tt0166924,Mulholland Drive,2001,auteur,19,9,tt0173974,Lansky,1999,0.9739,0,,irrelevant,
tt0166924,Mulholland Drive,2001,auteur,19,10,tt1313113,The Firm,2009,0.9738,0,,irrelevant,
tt7984734,The Lighthouse,2019,auteur,20,1,tt6373362,Nasha Jurm Aur Gangsters,2024,0.9997,0,,irrelevant,
tt7984734,The Lighthouse,2019,auteur,20,2,tt2570500,Fonotune: An Electric Fairytale,2018,0.9994,0,,irrelevant,
tt7984734,The Lighthouse,2019,auteur,20,3,tt4803342,Forgotten Man,2017,0.9990,0,,irrelevant,
tt7984734,The Lighthouse,2019,auteur,20,4,tt6053440,Princess Cyd,2017,0.9987,0,,irrelevant,
tt7984734,The Lighthouse,2019,auteur,20,5,tt2279984,The Summer Before,2012,0.9986,0,,irrelevant,
tt7984734,The Lighthouse,2019,auteur,20,6,tt5931338,Horror Hotel: The Movie,2016,0.9985,0,,irrelevant,
tt7984734,The Lighthouse,2019,auteur,20,7,tt4723246,Where Is Good?,2015,0.9983,0,,irrelevant,
tt7984734,The Lighthouse,2019,auteur,20,8,tt19388218,The Graduates,2023,0.9983,0,,irrelevant,
tt7984734,The Lighthouse,2019,auteur,20,9,tt2023367,Abrir puertas y ventanas,2011,0.9982,0,,irrelevant,
tt7984734,The Lighthouse,2019,auteur,20,10,tt27072067,Just Now Jeffrey,2024,0.9981,0,,irrelevant,
tt0084787,The Thing,1982,auteur,18,1,tt0107563,The Meteor Man,1993,0.9554,0,,irrelevant,
tt0084787,The Thing,1982,auteur,18,2,tt0096895,Batman,1989,0.9481,0,,irrelevant,
tt0084787,The Thing,1982,auteur,18,3,tt0094961,Dead Heat,1988,0.9460,0,,irrelevant,
tt0084787,The Thing,1982,auteur,18,4,tt0090605,Aliens,1986,0.9458,0,,irrelevant,
tt0084787,The Thing,1982,auteur,18,5,tt0216216,The 6th Day,2000,0.9453,0,,irrelevant,
tt0084787,The Thing,1982,auteur,18,6,tt0368891,National Treasure,2004,0.9441,0,,irrelevant,
tt0084787,The Thing,1982,auteur,18,7,tt0264464,Catch Me If You Can,2002,0.9419,0,,irrelevant,
tt0084787,The Thing,1982,auteur,18,8,tt0100904,Watchers II,1990,0.9408,0,,irrelevant,
tt0084787,The Thing,1982,auteur,18,9,tt0105001,Night and the City,1992,0.9406,0,,irrelevant,
tt0084787,The Thing,1982,auteur,18,10,tt0097967,Next of Kin,1989,0.9405,0,,irrelevant,
tt0053198,The 400 Blows,1959,auteur,16,1,tt0045967,Kolmiapila,1953,0.9310,0,,irrelevant,
tt0053198,The 400 Blows,1959,auteur,16,2,tt0050664,Laan mig din kone,1957,0.9309,0,,irrelevant,
tt0053198,The 400 Blows,1959,auteur,16,3,tt0482288,La vie de Pierre de Coubertin,1980,0.9284,0,,irrelevant,
tt0053198,The 400 Blows,1959,auteur,16,4,tt0077591,Fængslende feriedage,1978,0.9280,0,,irrelevant,
tt0053198,The 400 Blows,1959,auteur,16,5,tt1076843,Pisay,2007,0.9255,0,,irrelevant,
tt0053198,The 400 Blows,1959,auteur,16,6,tt12094024,Coloope Hamsaran,2019,0.9254,0,,irrelevant,
tt0053198,The 400 Blows,1959,auteur,16,7,tt0081822,Øjeblikket,1980,0.9253,0,,irrelevant,
tt0053198,The 400 Blows,1959,auteur,16,8,tt0039970,Voyage surprise,1947,0.9252,0,,irrelevant,
tt0053198,The 400 Blows,1959,auteur,16,9,tt0349479,Los gatilleros del diablo,1985,0.9252,0,,irrelevant,
tt0053198,The 400 Blows,1959,auteur,16,10,tt0191584,Triple enquête,1948,0.9249,0,,irrelevant,
tt1832382,A Separation,2011,auteur,16,1,tt14068660,Khane-ye abri,1987,0.9828,0,,irrelevant,
tt1832382,A Separation,2011,auteur,16,2,tt1107935,Omid,1991,0.9789,0,,irrelevant,
tt1832382,A Separation,2011,auteur,16,3,tt11257902,1,2013,0.9752,0,,irrelevant,
tt1832382,A Separation,2011,auteur,16,4,tt0123015,Dard-e moshtarak,1995,0.9738,0,,irrelevant,
tt1832382,A Separation,2011,auteur,16,5,tt0260413,Takhti,1998,0.9729,1,Mahmoud Kalari,relevant,
tt1832382,A Separation,2011,auteur,16,6,tt0278006,Sagkoshi,2001,0.9714,0,,irrelevant,
tt1832382,A Separation,2011,auteur,16,7,tt1726583,07:05,2009,0.9713,1,Mahmoud Kalari,relevant,
tt1832382,A Separation,2011,auteur,16,8,tt0108602,Wu yan de shan qiu,1992,0.9698,0,,irrelevant,
tt1832382,A Separation,2011,auteur,16,9,tt0329347,"Man, Taraneh, panzdah sal daram",2002,0.9695,0,,irrelevant,
tt1832382,A Separation,2011,auteur,16,10,tt16539120,Do Not Resuscitate,2022,0.9692,0,,irrelevant,
tt6710474,Everything Everywhere All at Once,2022,recent,21,1,tt3213222,Big Muddy,2014,0.9996,0,,irrelevant,
tt6710474,Everything Everywhere All at Once,2022,recent,21,2,tt5789976,King of Thieves,2018,0.9993,0,,irrelevant,
tt6710474,Everything Everywhere All at Once,2022,recent,21,3,tt5954088,Commando 2,2017,0.9992,0,,irrelevant,
tt6710474,Everything Everywhere All at Once,2022,recent,21,4,tt4797160,Larceny,2017,0.9992,0,,irrelevant,
tt6710474,Everything Everywhere All at Once,2022,recent,21,5,tt4135418,Burning at Both Ends,2021,0.9982,0,,irrelevant,
tt6710474,Everything Everywhere All at Once,2022,recent,21,6,tt4405532,Three Days in August,2016,0.9981,0,,irrelevant,
tt6710474,Everything Everywhere All at Once,2022,recent,21,7,tt2311348,La vida inesperada,2013,0.9977,0,,irrelevant,
tt6710474,Everything Everywhere All at Once,2022,recent,21,8,tt5461944,Hotel Mumbai,2018,0.9977,0,,irrelevant,
tt6710474,Everything Everywhere All at Once,2022,recent,21,9,tt2515034,The Gunman,2015,0.9976,0,,irrelevant,
tt6710474,Everything Everywhere All at Once,2022,recent,21,10,tt8801584,Sunrise in Heaven,2020,0.9975,0,,irrelevant,
tt1160419,Dune,2021,recent,22,1,tt0166158,Daddy and Them,2001,0.9802,0,,irrelevant,
tt1160419,Dune,2021,recent,22,2,tt1723062,The Westerner,2010,0.9779,0,,irrelevant,
tt1160419,Dune,2021,recent,22,3,tt0833557,Visioneers,2008,0.9777,0,,irrelevant,
tt1160419,Dune,2021,recent,22,4,tt1104835,Feast II: Sloppy Seconds,2008,0.9764,0,,irrelevant,
tt1160419,Dune,2021,recent,22,5,tt0248661,3 A.M.,2001,0.9762,0,,irrelevant,
tt1160419,Dune,2021,recent,22,6,tt0397535,Memoirs of a Geisha,2005,0.9760,0,,irrelevant,
tt1160419,Dune,2021,recent,22,7,tt0107392,Lethal Ninja,1992,0.9755,0,,irrelevant,
tt1160419,Dune,2021,recent,22,8,tt0417148,Snakes on a Plane,2006,0.9751,0,,irrelevant,
tt1160419,Dune,2021,recent,22,9,tt0072988,The Firm Man,1975,0.9750,0,,irrelevant,
tt1160419,Dune,2021,recent,22,10,tt0111797,Yin shi nan nu,1994,0.9740,0,,irrelevant,
tt1392190,Mad Max: Fury Road,2015,recent,20,1,tt0997040,Cante Jondo,2007,0.9648,0,,irrelevant,
tt1392190,Mad Max: Fury Road,2015,recent,20,2,tt0067141,Glen and Randa,1971,0.9644,0,,irrelevant,
tt1392190,Mad Max: Fury Road,2015,recent,20,3,tt0292909,Alikes,2002,0.9638,0,,irrelevant,
tt1392190,Mad Max: Fury Road,2015,recent,20,4,tt0331997,A Dog's Tale,2000,0.9628,0,,irrelevant,
tt1392190,Mad Max: Fury Road,2015,recent,20,5,tt0328034,The Kiss,2003,0.9625,0,,irrelevant,
tt1392190,Mad Max: Fury Road,2015,recent,20,6,tt0264559,Dumb Luck,2001,0.9622,0,,irrelevant,
